report_date,SKU,Qty
2022-04-04,SET130-KR-NP-S,2
2022-04-04,PJNE2100-KR-N-5XL,2
2022-04-04,SET179-KR-PP-XXXL,2
2022-04-04,J0231-SKD-M,1
2022-04-04,JNE3784-KR-XXXL,5
2022-04-04,JNE3501-KR-M,2
2022-04-04,SET286-KR-NP-S,2
2022-04-04,JNE2199-KR-411-A-M,2
2022-04-04,JNE3797-KR-XL,10
2022-04-04,SET248-KR-NP-XL,1
2022-04-04,J0112-TP-S,2
2022-04-04,MEN5021-KR-XXL,2
2022-04-04,JNE3652-TP-N-L,1
2022-04-04,J0302-DR-XXXL,2
2022-04-04,J0348-SET-XS,2
2022-04-04,JNE3794-KR-XS,1
2022-04-04,PJNE3440-KR-N-4XL,1
2022-04-04,JNE3675-TU-XL,1
2022-04-04,MEN5011-KR-M,1
2022-04-04,JNE3870-DR-M,1
2022-04-04,JNE3684-TU-XS,1
2022-04-04,J0338-DR-XL,2
2022-04-04,SET075-KR-DH-XXL,1
2022-04-04,PJ0096-KR-N-6XL,2
2022-04-04,JNE3781-KR-XXL,4
2022-04-04,JNE3744-TU-S,2
2022-04-04,J0096-KR-XXXL,2
2022-04-04,JNE3821-KR-XL,1
2022-04-04,SET329-KR-NP-S,2
2022-04-04,MEN5021-KR-XL,2
2022-04-04,SET287-KR-NP-XXXL,1
2022-04-04,J0375-SKD-XL,1
2022-04-04,SET197-KR-NP-S,1
2022-04-04,J0181-TP-XXL,1
2022-04-04,J0095-SET-XS,1
2022-04-04,SET291-KR-PP-S,1
2022-04-04,JNE3510-KR-M,2
2022-04-04,JNE3716-KR-M,1
2022-04-04,JNE3781-KR-S,2
2022-04-04,JNE3803-KR-M,5
2022-04-04,JNE3463-KR-XXL,1
2022-04-04,PJNE3423-KR-N-4XL,2
2022-04-04,PJNE2100-KR-N-4XL,1
2022-04-04,J0003-SET-M,13
2022-04-04,NW030-TP-PJ-XXL,1
2022-04-04,J0124-TP-XL,3
2022-04-04,JNE3645-TP-N-M,8
2022-04-04,J0165-TP-XXL,1
2022-04-04,JNE3399-KR-XS,2
2022-04-04,JNE3785-KR-XL,1
2022-04-04,JNE3758-KR-XXL,1
2022-04-04,SET269-KR-NP-XXL,2
2022-04-04,SET339-KR-NP-M,2
2022-04-04,SET138-KR-PP-XS,1
2022-04-04,JNE3800-KR-L,4
2022-04-04,JNE3751-KR-L,1
2022-04-04,JNE3542-KR-L,1
2022-04-04,SET349-KR-NP-XL,3
2022-04-04,JNE3741-KR-XXXL,1
2022-04-04,JNE3476-KR-M,1
2022-04-04,J0338-DR-M,2
2022-04-04,JNE3869-DR-XXXL,2
2022-04-04,J0002-SKD-XL,2
2022-04-04,J0042-DR-L,1
2022-04-04,JNE3369-KR-L,1
2022-04-04,J0163-SKD-S,1
2022-04-04,SET043-KR-NP-M,1
2022-04-04,JNE3693-KR-XXL,1
2022-04-04,JNE3407-KR-M,1
2022-04-04,J0252-SKD-S,2
2022-04-04,JNE3689-TU-XL,1
2022-04-04,JNE3423-KR-XXL,2
2022-04-04,SET217-KR-PP-XS,1
2022-04-04,J0118-TP-L,4
2022-04-04,SET100-KR-PP-M,1
2022-04-04,J0339-DR-S,2
2022-04-04,JNE3510-KR-XXL,2
2022-04-04,JNE3613-KR-XXL,3
2022-04-04,J0329-KR-XXL,1
2022-04-04,JNE3629-KR-XXL,1
2022-04-04,JNE3633-KR-M,1
2022-04-04,J0342-TP-L,3
2022-04-04,NW030-TP-PJ-L,1
2022-04-04,SET318-KR-SHA-XS,1
2022-04-04,JNE3429-KR-XS,1
2022-04-04,J0153-DR-XS,1
2022-04-04,MEN5027-KR-XXXL,1
2022-04-04,J0167-KR-M,1
2022-04-04,SET395-KR-NP-XS,1
2022-04-04,SET380-KR-NP-L,1
2022-04-04,SET287-KR-NP-M,1
2022-04-04,J0334-TP-S,4
2022-04-04,SET097-KR-PP-L,1
2022-04-04,BL113-S,1
2022-04-04,J0277-SKD-L,1
2022-04-04,J0126-SKD-XXXL,1
2022-04-04,JNE1951-KR-155-XS,1
2022-04-04,JNE3765-KR-XS,1
2022-04-04,NW012-TP-PJ-XXL,1
2022-04-04,J0122-TP-XS,1
2022-04-04,BL104-XXL,1
2022-04-04,SET217-KR-PP-L,3
2022-04-04,J0122-TP-XXL,4
2022-04-04,JNE3718-KR-L,6
2022-04-04,JNE3813-KR-XL,1
2022-04-04,SET236-KR-PP-XXL,2
2022-04-04,JNE3738-KR-L,1
2022-04-04,J0347-SET-L,1
2022-04-04,J0014-LCD-XS,1
2022-04-04,PJNE3399-KR-N-6XL,1
2022-04-04,J0339-DR-XXXL,1
2022-04-04,J0343-DR-XS,1
2022-04-04,SET380-KR-NP-S,1
2022-04-04,SET378-KR-NP-S,6
2022-04-04,SET186-KR-DH-K-M,1
2022-04-04,SET290-KR-DPT-XS,1
2022-04-04,JNE3510-KR-XL,1
2022-04-04,JNE3833-KR-XXL,2
2022-04-04,PJNE3423-KR-N-5XL,2
2022-04-04,MEN5019-KR-M,1
2022-04-04,J0008-SKD-M,2
2022-04-04,J0336-TP-XXL,1
2022-04-04,JNE3878-KR-XXL,2
2022-04-04,NW022-TP-PJ-S,1
2022-04-04,JNE3465-KR-XL,1
2022-04-04,SET257-KR-PP-XXXL,2
2022-04-04,SET380-KR-NP-XL,1
2022-04-04,SET345-KR-NP-XL,6
2022-04-04,NW037-TP-SR-XS,1
2022-04-04,SET197-KR-NP-L,8
2022-04-04,SET365-KR-NP-M,7
2022-04-04,SET245-KR-NP-M,1
2022-04-04,JNE3609-KR-S,2
2022-04-04,JNE3758-KR-L,2
2022-04-04,SET355-KR-PP-XXL,1
2022-04-04,J0232-SKD-XXXL,1
2022-04-04,NW001-TP-PJ-XL,2
2022-04-04,JNE3391-KR-XS,1
2022-04-04,JNE3799-KR-L,2
2022-04-04,J0344-TP-XL,3
2022-04-04,JNE3797-KR-L,10
2022-04-04,JNE1906-KR-031-M,1
2022-04-04,SET375-KR-NP-XL,1
2022-04-04,J0151-KR-L,2
2022-04-04,MEN5020-KR-XXXL,1
2022-04-04,JNE3822-KR-XL,1
2022-04-04,J0137-SET-XXL,1
2022-04-04,JNE3822-KR-L,1
2022-04-04,JNE3807-KR-L,3
2022-04-04,PJNE1906-KR-N-6XL,1
2022-04-04,SET239-KR-NP-S,5
2022-04-04,JNE3542-KR-M,2
2022-04-04,JNE3764-KR-XXXL,1
2022-04-04,J0131-KR-XL,1
2022-04-04,JNE3311-KR-XXXL,1
2022-04-04,SET405-KR-NP-XL,1
2022-04-04,SET250-KR-SHA-L,1
2022-04-04,J0283-SET-XXL,1
2022-04-04,JNE3779-KR-S,1
2022-04-04,JNE3640-TP-N-XXL,1
2022-04-04,JNE3776-KR-S,1
2022-04-04,JNE3870-DR-S,1
2022-04-04,MEN5008-KR-L,1
2022-04-04,JNE3675-TU-S,1
2022-04-04,PSET043-KR-NP-5XL,3
2022-04-04,SET320-KR-NP-XXXL,2
2022-04-04,SET348-KR-NP-L,1
2022-04-04,JNE3463-KR-XS,1
2022-04-04,J0335-DR-XXL,1
2022-04-04,NW029-ST-SR-S,1
2022-04-04,J0095-SET-XXL,1
2022-04-04,PSET268-KR-NP-6XL,5
2022-04-04,JNE3437-KR-L,2
2022-04-04,JNE3620-KR-XXL,1
2022-04-04,JNE3795-KR-S,3
2022-04-04,SET320-KR-NP-XS,2
2022-04-04,J0119-TP-XL,4
2022-04-04,SET324-KR-NP-M,4
2022-04-04,JNE3618-KR-XL,1
2022-04-04,SET402-KR-NP-XXL,1
2022-04-04,JNE3348-KR-XL,1
2022-04-04,SET305-KR-DPT-M,1
2022-04-04,JNE3838-KR-XL,1
2022-04-04,SET393-KR-NP-XS,5
2022-04-04,J0002-SKD-S,1
2022-04-04,JNE3421-KR-L,1
2022-04-04,JNE3693-KR-M,2
2022-04-04,JNE3739-KR-XXL,3
2022-04-04,SET288-KR-NP-XL,3
2022-04-04,J0154-DR-L,3
2022-04-04,MEN5022-KR-XXXL,1
2022-04-04,J0131-KR-S,1
2022-04-04,JNE3620-KR-XL,3
2022-04-04,J0095-SET-XL,4
2022-04-04,SET044-KR-NP-XL,1
2022-04-04,JNE2014-KR-178-XL,5
2022-04-04,MEN5010-KR-XXL,1
2022-04-04,JNE3787-KR-XXL,1
2022-04-04,J0292-TP-XXL,2
2022-04-04,JNE3630-KR-XL,1
2022-04-04,JNE2305-KR-533-XL,2
2022-04-04,JNE3042-KR-L,1
2022-04-04,NW007-ST-CP-XXXL,1
2022-04-04,JNE3530-KR-S,1
2022-04-04,BTM047-PP-L,1
2022-04-04,SET252-KR-PP-XS,1
2022-04-04,J0161-DR-XL,1
2022-04-04,JNE3782-KR-XXL,1
2022-04-04,SET331-KR-NP-L,8
2022-04-04,SET349-KR-NP-S,2
2022-04-04,J0335-DR-S,2
2022-04-04,JNE3560-KR-XL,4
2022-04-04,JNE3291-KR-XL,5
2022-04-04,JNE3487-KR-XXL,1
2022-04-04,SET058-KR-NP-XL,2
2022-04-04,JNE3644-TP-N-XS,2
2022-04-04,JNE3288-KR-XXXL,1
2022-04-04,SET321-KR-DPT-M,2
2022-04-04,J0096-KR-XXL,2
2022-04-04,JNE3861-DR-XXL,1
2022-04-04,NW039-TP-SR-XS,1
2022-04-04,JNE3799-KR-S,1
2022-04-04,SET044-KR-NP-XS,1
2022-04-04,SET291-KR-PP-L,2
2022-04-04,MEN5022-KR-M,1
2022-04-04,SET378-KR-NP-XL,1
2022-04-04,SET356-KR-NP-XL,1
2022-04-04,J0220-BL-XL,2
2022-04-04,J0230-SKD-S,29
2022-04-04,SET343-KR-NP-XL,2
2022-04-04,JNE2132-KR-398-XL,1
2022-04-04,SET282-KR-PP-M,2
2022-04-04,JNE3468-KR-XXL,4
2022-04-04,JNE3437-KR-XXXL,2
2022-04-04,J0337-TP-M,1
2022-04-04,J0134-SET-M,1
2022-04-04,JNE3311-KR-XS,1
2022-04-04,SET341-KR-NP-S,1
2022-04-04,SET131-KR-NP-L,1
2022-04-04,JNE1906-KR-031-XXL,1
2022-04-04,SET247-KR-SHA-S,1
2022-04-04,JNE3399-KR-M,23
2022-04-04,SET330-KR-PP-S,1
2022-04-04,SET110-KR-PP-L,6
2022-04-04,PJNE3363-KR-N-4XL,1
2022-04-04,MEN5002-KR-XXL,4
2022-04-04,J0164-DR-XXL,3
2022-04-04,MEN5001-KR-L,1
2022-04-04,JNE3781-KR-L,3
2022-04-04,JNE3834-KR-XXL,2
2022-04-04,J0285-SKD-S,1
2022-04-04,SET132-KR-NP-L,1
2022-04-04,J0094-KR-XXXL,2
2022-04-04,SET366-KR-NP-L,1
2022-04-04,J0104-KR-XL,1
2022-04-04,JNE3802-KR-M,9
2022-04-04,JNE3573-KR-S,4
2022-04-04,SET393-KR-NP-XXXL,3
2022-04-04,JNE3568-KR-XS,1
2022-04-04,JNE2049-KR-351-XL,2
2022-04-04,JNE3524-KR-XXXL,1
2022-04-04,SET384-KR-NP-M,1
2022-04-04,SET048-KR-NP-S,1
2022-04-04,SET131-KR-NP-A-L,2
2022-04-04,JNE3531-KR-S,1
2022-04-04,JNE3870-DR-XXL,1
2022-04-04,J0119-TP-XS,1
2022-04-04,SET048-KR-NP-M,2
2022-04-04,SET217-KR-PP-XXL,2
2022-04-04,J0306-DR-S,1
2022-04-04,SET073-KR-SHA-XL,2
2022-04-04,MEN5004-KR-XXXL,4
2022-04-04,NW016-ST-SR-L,1
2022-04-04,SET369-KR-NP-XXL,3
2022-04-04,J0048-TP-S,1
2022-04-04,SET363-KR-NP-XXL,3
2022-04-04,SET380-KR-NP-M,1
2022-04-04,J0095-SET-L,1
2022-04-04,SET073-KR-SHA-M,5
2022-04-04,J0381-SKD-L,1
2022-04-04,J0328-KR-M,1
2022-04-04,PSET058-KR-NP-4XL,2
2022-04-04,JNE3445-KR-M,3
2022-04-04,J0344-TP-XXXL,1
2022-04-04,J0095-SET-M,3
2022-04-04,NW023-ST-SR-XL,1
2022-04-04,J0336-TP-M,1
2022-04-04,JNE3612-KR-S,1
2022-04-04,SET145-KR-NP-XS,1
2022-04-04,SET227-KR-PP-A-M,1
2022-04-04,JNE3836-KR-XL,1
2022-04-04,J0344-TP-M,7
2022-04-04,JNE3368-KR-XS,6
2022-04-04,MEN5003-KR-XXL,1
2022-04-04,JNE3440-KR-N-L,10
2022-04-04,J0328-KR-XXL,1
2022-04-04,MEN5024-KR-XL,1
2022-04-04,JNE3468-KR-XXXL,2
2022-04-04,MEN5009-KR-XXXL,6
2022-04-04,JNE3574-KR-S,2
2022-04-04,JNE3721-KR-L,3
2022-04-04,SET324-KR-NP-XL,1
2022-04-04,JNE3758-KR-XXXL,2
2022-04-04,SET304-KR-DPT-L,1
2022-04-04,J0164-DR-M,1
2022-04-04,SET203-KR-DPT-L,1
2022-04-04,MEN5021-KR-M,1
2022-04-04,JNE3654-TP-XL,2
2022-04-04,JNE3869-DR-XXL,2
2022-04-04,JNE3654-TP-XXL,1
2022-04-04,PJNE3252-KR-N-4XL,4
2022-04-04,J0342-TP-M,2
2022-04-04,JNE3648-TP-N-XXL,2
2022-04-04,JNE3440-KR-N-XXXL,12
2022-04-04,SET223-KR-NP-S,1
2022-04-04,JNE3679-TU-L,2
2022-04-04,JNE3803-KR-S,7
2022-04-04,SET138-KR-PP-M,1
2022-04-04,JNE3614-KR-L,1
2022-04-04,JNE3391-KR-L,1
2022-04-04,SET110-KR-PP-XS,3
2022-04-04,SET345-KR-NP-L,8
2022-04-04,J0345-SET-L,1
2022-04-04,SET333-KR-DPT-XXL,2
2022-04-04,JNE3256-KR-XXXL,2
2022-04-04,J0236-SKD-XL,1
2022-04-04,JNE3769-KR-XL,1
2022-04-04,SET265-KR-NP-XXXL,1
2022-04-04,JNE1233-BLUE-KR-031-XL,2
2022-04-04,JNE3796-KR-XXXL,1
2022-04-04,J0285-SKD-L,1
2022-04-04,MEN5024-KR-XXXL,1
2022-04-04,JNE3294-KR-L,1
2022-04-04,JNE3365-KR-1052-A-XS,1
2022-04-04,JNE2270-KR-487-A-S,4
2022-04-04,NW002-TP-PJ-XXXL,1
2022-04-04,JNE3798-KR-S,2
2022-04-04,SET147-KR-NP-M,1
2022-04-04,JNE3627-KR-M,1
2022-04-04,MEN5026-KR-XXL,1
2022-04-04,MEN5012-KR-XXXL,1
2022-04-04,SET327-KR-DPT-M,8
2022-04-04,SET282-KR-PP-XXL,1
2022-04-04,SET253-KR-NP-M,1
2022-04-04,JNE3545-KR-M,1
2022-04-04,SET203-KR-DPT-XS,2
2022-04-04,JNE3658-TP-S,1
2022-04-04,J0013-SKD-XXXL,2
2022-04-04,MEN5002-KR-XL,1
2022-04-04,JNE3801-KR-XXL,1
2022-04-04,JNE3440-KR-N-S,1
2022-04-04,SET073-KR-SHA-S,1
2022-04-04,SET339-KR-NP-XXL,3
2022-04-04,JNE3806-KR-XXL,1
2022-04-04,JNE3695-KR-M,2
2022-04-04,J0351-SET-XXXL,1
2022-04-04,JNE3716-KR-XXL,1
2022-04-04,BL009-61BLACK,3
2022-04-04,JNE3863-TU-XL,1
2022-04-04,JNE3405-KR-L,34
2022-04-04,JNE3609-KR-XXL,1
2022-04-04,J0167-KR-L,2
2022-04-04,J0280-SKD-XS,2
2022-04-04,MEN5004-KR-XXL,4
2022-04-04,SET098-KR-PP-L,5
2022-04-04,JNE3644-TP-N-S,3
2022-04-04,JNE3800-KR-XXXL,1
2022-04-04,JNE3608-KR-XXL,1
2022-04-04,SET397-KR-NP-XL,7
2022-04-04,SET004-KR-SP-XXXL,1
2022-04-04,JNE3675-TU-L,3
2022-04-04,SET365-KR-NP-XXL,3
2022-04-04,J0230-SKD-XXXL,2
2022-04-04,SET386-KR-NP-XXXL,1
2022-04-04,NW030-TP-PJ-M,1
2022-04-04,SET295-KR-NP-S,2
2022-04-04,SET268-KR-NP-XXXL,12
2022-04-04,J0334-TP-XS,2
2022-04-04,J0349-SET-S,2
2022-04-04,SET378-KR-NP-M,2
2022-04-04,J0023-TP-XL,1
2022-04-04,J0230-SKD-L,20
2022-04-04,SET171-KR-NP-XL,3
2022-04-04,J0007-SKD-XXL,1
2022-04-04,J0341-DR-XS,3
2022-04-04,JNE3715-KR-S,1
2022-04-04,J0219-BL-M,1
2022-04-04,SET324-KR-NP-S,3
2022-04-04,J0165-TP-L,1
2022-04-04,J0122-TP-S,1
2022-04-04,J0344-TP-S,6
2022-04-04,SET374-KR-NP-S,5
2022-04-04,JNE3546-KR-XXL,1
2022-04-04,MEN5017-KR-L,1
2022-04-04,MEN5007-KR-XXL,1
2022-04-04,SET043-KR-NP-L,1
2022-04-04,SET339-KR-NP-XL,2
2022-04-04,SET364-KR-NP-XXXL,1
2022-04-04,JNE3543-KR-L,1
2022-04-04,SET268-KR-NP-XXL,13
2022-04-04,JNE3436-KR-XL,2
2022-04-04,JNE3371-KR-M,1
2022-04-04,BL103-XS,1
2022-04-04,SET271-KR-NP-M,1
2022-04-04,SET366-KR-NP-M,1
2022-04-04,JNE3642-TP-XXL,1
2022-04-04,SET355-KR-PP-XS,1
2022-04-04,SET351-KR-NP-S,1
2022-04-04,JNE3758-KR-S,1
2022-04-04,SET268-KR-NP-S,32
2022-04-04,JNE3634-KR-M,1
2022-04-04,JNE3797-KR-XXL,6
2022-04-04,PJNE2199-KR-N-4XL,9
2022-04-04,JNE3606-KR-XL,1
2022-04-04,SET184-KR-PP-L,1
2022-04-04,SET197-KR-NP-XXXL,1
2022-04-04,JNE3863-TU-S,1
2022-04-04,SET227-KR-PP-A-XL,1
2022-04-04,SET396-KR-PP-M,2
2022-04-04,JNE3415-KR-M,1
2022-04-04,SET197-KR-NP-M,2
2022-04-04,JNE3807-KR-XL,1
2022-04-04,SET373-KR-PP-S,1
2022-04-04,JNE3458-KR-XXXL,2
2022-04-04,JNE3323-KR-XXXL,1
2022-04-04,SET183-KR-DH-XL,8
2022-04-04,NW029-ST-SR-XL,1
2022-04-04,JNE3504-KR-M,1
